City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Smithers,CA,2020-09-06 02:21:46,54.78,-127.17,55.4,93,90,5.82
284,Tonj,SS,2020-09-06 02:21:46,7.27,28.68,71.17,94,100,3.78
285,Salalah,OM,2020-09-06 02:19:37,17.02,54.09,78.8,83,75,4.7
286,Manacapuru,BR,2020-09-06 02:21:46,-3.3,-60.62,78.8,78,9,1.12
287,Jinchang,CN,2020-09-06 02:21:47,38.5,102.17,72.37,29,93,0.51
288,Shelburne,CA,2020-09-06 02:21:47,44.08,-80.2,55.0,81,20,3.36
289,Denpasar,ID,2020-09-06 02:21:47,-8.65,115.22,80.6,83,75,8.05
290,Luan,CH,2020-09-06 02:21:47,46.36,6.98,60.8,72,25,1.19
291,Markovo,RU,2020-09-06 02:21:48,57.32,107.09,53.47,76,100,8.41
292,Ketchikan,US,2020-09-06 02:21:48,55.34,-131.65,57.2,93,90,5.82
293,Rawson,AR,2020-09-06 02:21:48,-43.3,-65.1,51.69,45,97,14.07
294,Amahai,ID,2020-09-06 02:21:49,-3.33,128.92,81.37,80,38,11.88
295,Itarema,BR,2020-09-06 02:21:49,-2.92,-39.92,78.1,79,2,19.42
296,Nome,US,2020-09-06 02:19:35,64.5,-165.41,50.0,66,75,10.29
297,Zarcero,CR,2020-09-06 02:21:49,10.19,-84.39,71.6,100,75,3.36
298,Tromso,NO,2020-09-06 02:21:11,69.65,18.96,48.2,93,75,11.41
299,Moerai,PF,2020-09-06 02:21:50,-22.43,-151.33,75.56,88,100,11.95
300,Beloha,MG,2020-09-06 02:21:50,-25.17,45.05,61.39,78,9,12.35
301,Kenai,US,2020-09-06 02:19:54,60.55,-151.26,60.8,51,1,8.05
302,Roald,NO,2020-09-06 02:21:50,62.58,6.13,51.8,76,92,6.93
303,Saint-Claude,FR,2020-09-06 02:21:51,46.5,5.83,64.0,92,11,3.65
304,Khandyga,RU,2020-09-06 02:21:51,62.67,135.6,56.77,81,85,0.47
305,Skibbereen,IE,2020-09-06 02:21:51,51.55,-9.27,53.6,100,40,9.17
306,Cizre,TR,2020-09-06 02:21:52,37.33,42.19,80.19,18,0,0.94
307,Pierre,US,2020-09-06 02:21:52,44.37,-100.35,78.01,60,1,18.34
308,Pedasi,PA,2020-09-06 02:21:52,7.53,-80.03,80.13,84,22,6.06
309,Warmbad,NA,2020-09-06 02:21:52,-28.45,18.73,49.01,82,0,5.12
310,Nechi,CO,2020-09-06 02:21:52,8.09,-74.78,77.32,94,93,0.67
311,Adrar,MR,2020-09-06 02:18:10,20.5,-10.07,91.31,36,83,0.47
312,Hofn,IS,2020-09-06 02:21:53,64.25,-15.21,46.22,66,6,5.21
313,Hamilton,US,2020-09-06 02:19:55,39.18,-84.53,69.01,77,1,6.17
314,Kattivakkam,IN,2020-09-06 02:21:53,13.22,80.32,80.6,94,40,2.24
315,Wick,GB,2020-09-06 02:21:53,58.43,-3.08,44.6,100,71,5.82
316,Muroto,JP,2020-09-06 02:21:54,33.28,134.15,89.6,66,75,10.29
317,Lusambo,CD,2020-09-06 02:21:54,-4.97,23.45,71.92,49,63,1.43
318,Balkanabat,TM,2020-09-06 02:21:54,39.51,54.37,80.11,22,48,8.19
319,Lompoc,US,2020-09-06 02:18:48,34.64,-120.46,73.0,64,1,4.7
320,Yar-Sale,RU,2020-09-06 02:21:54,66.83,70.83,40.32,77,0,8.93
321,Visby,SE,2020-09-06 02:21:55,57.64,18.3,57.99,76,100,13.87
322,Takaka,NZ,2020-09-06 02:21:55,-40.85,172.8,57.99,92,100,17.0
323,Aktau,KZ,2020-09-06 02:21:56,43.65,51.2,62.6,51,0,8.95
324,Talnakh,RU,2020-09-06 02:21:56,69.49,88.4,35.6,52,20,11.18
325,Salinopolis,BR,2020-09-06 02:21:56,-0.61,-47.36,80.1,82,20,12.64
326,Sinop,TR,2020-09-06 02:21:57,41.77,34.87,59.32,81,0,7.47
327,Melo,UY,2020-09-06 02:21:57,-32.37,-54.18,48.78,85,100,11.5
328,Kitui,KE,2020-09-06 02:21:57,-1.37,38.01,61.21,90,97,8.14
329,Revda,RU,2020-09-06 02:21:57,56.8,59.93,41.0,100,12,6.85
330,Port-Gentil,GA,2020-09-06 02:21:58,-0.72,8.78,74.23,80,100,12.8
331,Dabat,ET,2020-09-06 02:21:58,12.98,37.77,49.64,92,0,2.55
332,Colac,AU,2020-09-06 02:21:59,-38.33,143.58,60.01,73,8,7.0
333,Aksu,CN,2020-09-06 02:21:59,41.12,80.26,74.5,33,0,8.97
334,Hualmay,PE,2020-09-06 02:21:59,-11.1,-77.61,59.94,82,60,8.16
335,Yeppoon,AU,2020-09-06 02:21:59,-23.13,150.73,78.8,54,40,6.93
336,Lewistown,US,2020-09-06 02:22:00,40.6,-77.57,61.0,93,1,5.1
337,Uray,RU,2020-09-06 02:22:00,60.12,64.78,43.81,85,98,5.86
338,Casablanca,MA,2020-09-06 02:18:41,33.59,-7.62,73.0,94,100,6.93
339,Gloversville,US,2020-09-06 02:22:00,43.05,-74.34,59.0,93,75,2.64
340,Pastavy,BY,2020-09-06 02:22:01,55.12,26.83,59.81,97,100,5.08
341,Tamiahua,MX,2020-09-06 02:22:01,21.27,-97.45,76.69,88,100,10.09
342,Krasnoyarka,RU,2020-09-06 02:22:01,55.33,73.12,44.6,100,75,8.95
343,Aurad,IN,2020-09-06 02:17:09,18.25,77.43,77.59,83,99,5.01
344,Makaha,US,2020-09-06 02:19:29,21.47,-158.22,89.6,42,1,14.99
345,Pangkalanbuun,ID,2020-09-06 02:22:02,-2.68,111.62,85.87,60,90,5.28
346,Gazanjyk,TM,2020-09-06 02:22:02,39.24,55.52,74.34,23,0,9.22
347,Tadepallegudem,IN,2020-09-06 02:22:03,16.83,81.5,82.4,88,20,2.73
348,Port-Cartier,CA,2020-09-06 02:22:03,50.03,-66.87,53.01,81,20,4.7
349,Gorontalo,ID,2020-09-06 02:22:03,0.54,123.06,86.88,63,63,5.66
350,Honningsvag,NO,2020-09-06 02:22:04,70.98,25.97,51.62,91,80,1.34
351,Ortakoy,TR,2020-09-06 02:22:04,38.74,34.04,60.8,67,20,4.7
352,Zharkent,KZ,2020-09-06 02:22:04,44.16,80.0,72.75,31,100,2.55
353,Haflong,IN,2020-09-06 02:22:04,25.18,93.03,78.04,91,65,3.2
354,Stokmarknes,NO,2020-09-06 02:22:05,68.56,14.91,52.0,87,100,1.01
355,Mbuji-Mayi,CD,2020-09-06 02:22:05,-6.15,23.6,73.8,37,0,3.38
356,Mehamn,NO,2020-09-06 02:22:05,71.04,27.85,51.84,90,46,4.92
357,Kulhudhuffushi,MV,2020-09-06 02:22:06,6.62,73.07,78.3,83,100,38.16
358,Vardo,NO,2020-09-06 02:22:06,70.37,31.11,52.25,90,89,14.72
359,Canelli,IT,2020-09-06 02:22:07,44.72,8.29,66.0,81,2,3.85
360,Rochester,US,2020-09-06 02:14:00,43.15,-77.62,64.0,72,75,6.93
361,Pasni,PK,2020-09-06 02:22:07,25.26,63.47,79.72,83,0,10.36
362,Harper,LR,2020-09-06 02:22:08,4.38,-7.72,75.81,86,100,10.87
363,Lanxi,CN,2020-09-06 02:22:08,29.22,119.48,79.57,55,28,2.59
364,Lasa,IT,2020-09-06 02:22:08,46.62,10.7,55.4,100,75,4.7
365,Aswan,EG,2020-09-06 02:22:08,24.09,32.91,93.6,23,53,7.74
366,Margherita,IN,2020-09-06 02:22:09,27.28,95.68,75.2,94,90,6.93
367,Atikokan,CA,2020-09-06 02:22:09,48.76,-91.62,52.02,68,48,3.74
368,Kutum,SD,2020-09-06 02:22:09,14.2,24.67,75.76,57,0,6.29
369,Abha,SA,2020-09-06 02:20:14,18.22,42.51,66.2,39,0,1.63
370,Sorong,ID,2020-09-06 02:22:10,-0.88,131.25,83.23,77,98,6.22
371,Cabedelo,BR,2020-09-06 02:22:10,-6.98,-34.83,73.4,88,40,5.82
372,Herre,NO,2020-09-06 02:22:10,59.1,9.57,51.01,81,14,1.01
373,Sambava,MG,2020-09-06 02:22:11,-14.27,50.17,65.14,82,0,9.26
374,Chicama,PE,2020-09-06 02:22:11,-7.84,-79.15,60.17,82,30,4.7
375,Karratha,AU,2020-09-06 02:17:57,-20.74,116.85,82.02,30,14,5.82
376,Kampene,CD,2020-09-06 02:22:11,-3.6,26.67,69.1,57,1,2.19
377,Krasnovishersk,RU,2020-09-06 02:22:12,60.41,57.08,43.9,95,9,1.52
378,Ulaangom,MN,2020-09-06 02:22:12,49.98,92.07,54.81,49,43,1.23
379,Strezhevoy,RU,2020-09-06 02:22:12,60.73,77.59,41.0,93,75,6.71
380,Touros,BR,2020-09-06 02:19:02,-5.2,-35.46,75.2,73,75,6.93
381,Ola,RU,2020-09-06 02:22:12,59.58,151.28,49.24,85,100,8.12
382,Salinas,US,2020-09-06 02:22:13,36.68,-121.66,82.0,41,1,9.17
383,Doka,SD,2020-09-06 02:22:13,13.52,35.77,69.84,96,0,7.05
384,Kavaratti,IN,2020-09-06 02:17:23,10.57,72.64,83.44,78,100,13.02
385,Petropavlovsk-Kamchatskiy,RU,2020-09-06 02:22:13,53.05,158.65,53.6,100,75,6.71
386,Srednekolymsk,RU,2020-09-06 02:22:14,67.45,153.68,57.15,41,94,14.18
387,Keetmanshoop,NA,2020-09-06 02:22:14,-26.58,18.13,46.78,86,0,6.78
388,Sarevere,EE,2020-09-06 02:22:14,58.79,25.43,51.01,99,59,3.96
389,Synya,RU,2020-09-06 02:22:14,65.37,58.04,50.83,93,100,7.81
390,Paltinis,RO,2020-09-06 02:22:15,48.22,26.65,57.99,84,0,1.86
391,Meulaboh,ID,2020-09-06 02:22:15,4.14,96.13,76.01,93,100,7.05
392,Tuatapere,NZ,2020-09-06 02:22:15,-46.13,167.68,51.69,64,55,12.46
393,Ilhabela,BR,2020-09-06 02:20:08,-23.78,-45.36,69.69,89,96,4.36
394,Conde,BR,2020-09-06 02:22:16,-7.26,-34.91,73.4,88,40,5.82
395,Wanning,CN,2020-09-06 02:22:16,18.8,110.4,87.69,69,76,8.19
396,Trogir,HR,2020-09-06 02:22:16,43.51,16.25,69.01,72,0,2.24
397,Ati,TD,2020-09-06 02:22:17,13.22,18.34,77.83,73,100,7.29
398,Lenine,UA,2020-09-06 02:22:17,45.3,35.78,70.86,77,100,7.09
399,Kuryk,KZ,2020-09-06 02:22:17,43.2,51.65,72.18,26,0,14.99
400,Fez,MA,2020-09-06 02:20:53,34.04,-5.0,75.2,50,3,2.8
401,Nador,MA,2020-09-06 02:22:18,35.17,-2.93,73.4,83,40,4.7
402,Mantua,IT,2020-09-06 02:22:18,45.17,10.78,66.0,91,0,1.01
403,Pilane,BW,2020-09-06 02:22:18,-24.45,26.13,54.81,69,0,7.49
404,Tual,ID,2020-09-06 02:22:18,-5.67,132.75,79.84,83,48,20.18
405,Kaeo,NZ,2020-09-06 02:22:19,-35.1,173.78,62.01,3,100,4.0
406,Parkes,AU,2020-09-06 02:22:19,-33.13,148.18,69.01,38,0,4.09
407,Ovsyanka,RU,2020-09-06 02:22:19,55.96,92.55,42.8,87,4,3.38
408,Ulladulla,AU,2020-09-06 02:18:29,-35.35,150.47,63.0,59,90,8.05
409,Cedral,MX,2020-09-06 02:22:20,23.8,-100.73,64.85,80,99,9.28
410,Kalmunai,LK,2020-09-06 02:19:45,7.42,81.82,81.84,76,97,5.35
411,Goundam,ML,2020-09-06 02:22:20,16.41,-3.67,80.6,60,100,4.14
412,Soverato,IT,2020-09-06 02:22:20,38.69,16.55,62.6,93,0,5.82
413,Madaoua,NE,2020-09-06 02:22:20,14.07,5.96,78.85,74,49,13.78
414,Orlik,RU,2020-09-06 02:22:21,52.52,99.83,47.68,63,14,1.28
415,At-Bashi,KG,2020-09-06 02:22:21,41.17,75.81,58.46,35,45,1.03
416,Axim,GH,2020-09-06 02:22:21,4.87,-2.24,74.59,86,100,10.11
417,Dunedin,NZ,2020-09-06 02:22:21,-45.87,170.5,53.01,67,98,15.99
418,Airai,TL,2020-09-06 02:22:22,-8.93,125.41,74.14,43,72,6.24
419,Sinnamary,GF,2020-09-06 02:22:22,5.38,-52.95,78.48,86,16,6.93
420,Camana,PE,2020-09-06 02:22:22,-16.62,-72.71,59.29,76,59,7.25
421,Dingzhou,CN,2020-09-06 02:22:22,38.51,115.0,78.8,65,80,6.71
422,Inhambane,MZ,2020-09-06 02:22:23,-23.86,35.38,68.29,65,86,11.68
423,Beaverlodge,CA,2020-09-06 02:22:23,55.22,-119.44,57.2,82,75,5.82
424,Carmen,MX,2020-09-06 02:21:32,18.63,-91.83,78.8,94,90,14.63
425,Tessalit,ML,2020-09-06 02:22:23,20.2,1.01,87.91,41,31,8.59
426,Seka,TH,2020-09-06 02:22:24,17.93,103.96,84.99,75,67,2.8
427,Kahului,US,2020-09-06 02:22:24,20.89,-156.47,89.6,43,20,24.16
428,Namatanai,PG,2020-09-06 02:17:42,-3.67,152.43,86.09,63,44,7.58
429,Xinzhou,CN,2020-09-06 02:22:24,38.41,112.73,74.93,40,4,0.81
430,Nanortalik,GL,2020-09-06 02:22:25,60.14,-45.24,47.17,96,100,8.7
431,Saratov,RU,2020-09-06 02:22:25,51.57,46.03,57.0,39,100,1.99
432,Gat,IL,2020-09-06 02:22:25,31.61,34.76,79.0,89,0,3.42
433,Atambua,ID,2020-09-06 02:22:25,-9.11,124.89,84.63,39,92,4.76
434,Natal,BR,2020-09-06 02:22:20,-5.79,-35.21,75.2,73,40,11.41
435,Antalaha,MG,2020-09-06 02:22:26,-14.9,50.28,64.15,88,27,7.02
436,Bukachacha,RU,2020-09-06 02:22:26,52.98,116.92,64.4,63,0,3.71
437,Trinidad,BO,2020-09-06 02:22:26,-14.83,-64.9,81.93,42,1,4.16
438,Rust,DE,2020-09-06 02:22:27,48.27,7.73,61.0,72,90,5.82
439,Nenjiang,CN,2020-09-06 02:22:27,49.18,125.22,65.35,75,2,7.54
440,Saint-Georges,GD,2020-09-06 02:22:27,12.06,-61.75,80.6,83,20,5.82
441,Kungurtug,RU,2020-09-06 02:22:03,50.6,97.52,50.47,56,9,2.24
442,Coquimbo,CL,2020-09-06 02:22:28,-29.95,-71.34,53.6,81,0,6.93
443,Tawang,IN,2020-09-06 02:22:28,27.58,91.87,59.61,77,100,1.36
444,Chuchkovo,RU,2020-09-06 02:22:28,54.27,41.45,58.87,59,99,6.44
445,Zyryanovsk,KZ,2020-09-06 02:22:28,49.74,84.27,48.0,53,99,1.19
446,Carutapera,BR,2020-09-06 02:22:29,-1.2,-46.02,78.06,87,0,6.42
447,Champoton,MX,2020-09-06 02:22:29,19.35,-90.72,81.66,80,96,8.61
448,Zeya,RU,2020-09-06 02:22:29,53.75,127.27,57.31,94,100,3.56
449,Piranshahr,IR,2020-09-06 02:22:29,36.7,45.14,58.64,45,0,0.45
450,Xining,CN,2020-09-06 02:20:28,36.62,101.77,58.06,56,2,1.61
451,Ambilobe,MG,2020-09-06 02:22:30,-13.2,49.05,63.36,76,0,3.24
452,Kabanjahe,ID,2020-09-06 02:22:30,3.1,98.49,69.58,82,100,4.18
453,Sungurlu,TR,2020-09-06 02:22:30,40.17,34.37,59.07,77,31,0.83
454,Tilichiki,RU,2020-09-06 02:22:31,60.47,166.1,49.89,55,0,1.48
455,Urumqi,CN,2020-09-06 02:22:10,43.8,87.6,78.01,43,0,4.47
456,Kharp,RU,2020-09-06 02:22:31,66.8,65.81,43.54,69,0,1.97
457,Hailar,CN,2020-09-06 02:22:32,49.2,119.7,61.25,73,28,3.6
458,Gotsu,JP,2020-09-06 02:22:32,35.0,132.22,84.2,83,75,8.05
459,Hvolsvollur,IS,2020-09-06 02:22:32,63.75,-20.22,45.0,96,100,11.99
460,Maragogi,BR,2020-09-06 02:22:33,-9.01,-35.22,73.63,77,0,10.58
461,Soyo,AO,2020-09-06 02:22:33,-6.13,12.37,73.18,86,100,7.43
462,Mackenzie,CA,2020-09-06 02:22:34,55.3,-123.17,62.6,67,90,4.7
463,Tazmalt,DZ,2020-09-06 02:22:34,36.39,4.4,69.8,88,20,3.36
464,Tezu,IN,2020-09-06 02:22:35,27.92,96.17,78.55,79,97,0.94
465,Padang,ID,2020-09-06 02:22:35,-0.95,100.35,83.16,62,65,3.15
466,Lebork,PL,2020-09-06 02:22:35,54.54,17.75,54.0,100,49,4.7
467,Bicester,GB,2020-09-06 02:20:25,51.9,-1.15,51.01,92,69,5.5
468,Ust-Tsilma,RU,2020-09-06 02:19:08,65.44,52.15,55.62,87,100,6.2
469,Gatesville,US,2020-09-06 02:21:55,31.44,-97.74,77.0,88,1,3.83
470,Djambala,CG,2020-09-06 02:22:36,-2.54,14.75,68.9,81,100,7.65
471,Torquay,GB,2020-09-06 02:22:36,50.46,-3.51,55.0,92,15,9.48
472,Mangai,CD,2020-09-06 02:22:37,-4.05,19.53,77.25,62,99,2.95
473,Barrancabermeja,CO,2020-09-06 02:22:37,7.07,-73.85,77.67,87,76,1.14
474,Yushala,RU,2020-09-06 02:22:37,57.08,64.26,42.8,87,20,11.18
475,Kuybysheve,UA,2020-09-06 02:22:37,47.36,36.65,67.69,63,98,13.42
476,Yaan,NG,2020-09-06 02:22:38,7.38,8.57,71.35,98,100,7.49
477,Shambu,ET,2020-09-06 02:22:38,9.57,37.1,49.21,99,34,1.79
478,Odweyne,SO,2020-09-06 02:22:38,9.41,45.06,72.79,51,0,13.11
479,Taicheng,CN,2020-09-06 02:22:38,38.73,113.23,72.55,42,13,3.38
480,Olafsvik,IS,2020-09-06 02:20:42,64.89,-23.71,49.57,90,100,21.9
481,Broome,US,2020-09-06 02:22:39,42.25,-75.83,63.0,59,90,6.93
482,Newburn,GB,2020-09-06 02:22:39,54.99,-1.74,53.01,87,100,2.24
483,Mizdah,LY,2020-09-06 02:22:39,31.45,12.98,68.9,83,57,10.11
484,Tambopata,PE,2020-09-06 02:22:40,-12.73,-69.18,83.07,52,98,1.16
485,Emerald,AU,2020-09-06 02:22:40,-23.53,148.17,81.0,47,8,10.29
486,Isangel,VU,2020-09-06 02:22:40,-19.55,169.27,78.8,69,75,11.41
487,Chaozhou,CN,2020-09-06 02:22:41,23.67,116.64,82.4,78,75,2.24
488,Korhogo,CI,2020-09-06 02:22:41,9.45,-5.63,71.29,94,100,7.45
489,Oxapampa,PE,2020-09-06 02:22:41,-10.58,-75.4,58.96,87,100,2.62
490,Mikuni,JP,2020-09-06 02:22:41,36.22,136.15,87.8,66,20,8.05
491,Ndele,CF,2020-09-06 02:22:42,8.41,20.65,68.67,98,100,4.0
492,Shellbrook,CA,2020-09-06 02:22:42,53.22,-106.4,57.2,100,90,11.41
493,Vestmannaeyjar,IS,2020-09-06 02:22:42,63.44,-20.27,49.57,76,100,20.47
494,Mnogovershinnyy,RU,2020-09-06 02:22:42,53.94,139.92,62.6,89,97,1.54
495,Torrington,US,2020-09-06 02:22:42,41.8,-73.12,62.01,92,0,2.66
496,Ous,RU,2020-09-06 02:22:43,60.91,61.52,44.91,92,3,4.83
497,Jalu,LY,2020-09-06 02:22:43,29.03,21.55,72.27,66,0,10.92
498,Sabang,ID,2020-09-06 02:22:43,5.89,95.32,79.74,83,100,9.57
499,Cayenne,GF,2020-09-06 02:22:44,4.93,-52.33,75.2,100,1,9.08
500,Aksha,RU,2020-09-06 02:22:44,50.28,113.29,62.28,64,100,2.84
501,Rocha,UY,2020-09-06 02:22:44,-34.48,-54.33,43.27,91,0,4.59
502,Lundazi,ZM,2020-09-06 02:22:44,-12.29,33.18,54.84,79,6,9.22
503,Awbari,LY,2020-09-06 02:22:45,26.59,12.78,81.72,27,0,10.74
504,Shimoda,JP,2020-09-06 02:22:45,34.67,138.95,80.6,88,75,12.75
505,Dumraon,IN,2020-09-06 02:22:45,25.55,84.15,83.48,78,100,6.67
506,Inuvik,CA,2020-09-06 02:22:45,68.35,-133.72,41.0,65,75,6.93
507,Pingdu,CN,2020-09-06 02:22:46,36.78,119.95,84.2,62,21,4.47
508,Valleyview,CA,2020-09-06 02:22:46,55.07,-117.29,54.23,76,89,5.26
509,Noumea,NC,2020-09-06 02:22:46,-22.28,166.46,75.99,73,75,4.7
510,Kijang,KR,2020-09-06 02:22:46,35.24,129.21,73.4,73,75,17.22
511,Gudalur,IN,2020-09-06 02:22:47,9.68,77.27,75.36,79,87,5.46
512,Dubinino,RU,2020-09-06 02:22:47,55.62,89.09,47.79,71,38,7.47
513,Martapura,ID,2020-09-06 02:22:47,-3.42,114.85,84.2,70,20,8.05
514,Baisha,CN,2020-09-06 02:22:48,26.52,110.93,79.18,78,100,2.93
515,Samoded,RU,2020-09-06 02:22:48,63.61,40.51,56.14,95,100,8.48
516,Estelle,US,2020-09-06 02:21:45,29.85,-90.11,84.99,79,77,5.3
517,Torrevieja,ES,2020-09-06 02:22:49,37.98,-0.68,73.0,81,4,3.0
518,Viedma,AR,2020-09-06 02:22:49,-40.81,-63.0,43.0,83,34,4.0
519,Biak,ID,2020-09-06 02:18:21,-0.91,122.88,82.94,68,87,8.48
520,Seoul,KR,2020-09-06 02:19:08,37.57,126.98,73.4,64,20,6.06
521,Paita,PE,2020-09-06 02:22:49,-5.09,-81.11,62.02,80,0,13.11
522,Praia,CV,2020-09-06 02:22:49,14.92,-23.51,78.8,78,75,11.41
523,Epe,NG,2020-09-06 02:22:50,6.58,3.98,74.41,90,100,6.67
524,Krasne,UA,2020-09-06 02:22:50,49.91,24.61,55.4,93,32,2.24
525,Salvador,SV,2020-09-06 02:22:50,13.83,-88.92,78.8,94,20,3.36
526,Manzhouli,CN,2020-09-06 02:22:51,49.6,117.43,64.62,62,21,4.85
527,Kaili,ID,2020-09-06 02:22:51,-3.46,120.21,78.96,69,1,3.58
528,Kasamwa,TZ,2020-09-06 02:22:51,-2.85,32.43,64.9,70,1,4.14
529,Mulchen,CL,2020-09-06 02:22:52,-37.72,-72.23,43.45,93,21,2.39
530,Arlit,NE,2020-09-06 02:22:52,18.74,7.39,93.56,15,23,6.73
531,Bandarbeyla,SO,2020-09-06 02:22:53,9.49,50.81,75.83,75,51,22.62
532,Lucea,JM,2020-09-06 02:22:53,18.45,-78.17,78.8,83,40,4.7
533,Zaraza,VE,2020-09-06 02:22:53,9.35,-65.32,74.52,96,69,3.04
534,Mayahi,NE,2020-09-06 02:22:54,13.96,7.67,80.87,67,0,14.72
535,Adacs,HU,2020-09-06 02:22:54,47.69,19.98,59.0,93,84,3.36
536,Tilbury,GB,2020-09-06 02:22:54,51.46,0.36,52.0,85,2,4.0
537,Flinders,AU,2020-09-06 02:22:54,-34.58,150.86,64.99,64,45,7.0
538,Grindavik,IS,2020-09-06 02:22:55,63.84,-22.43,48.2,100,90,16.11
539,Livingstone,ZM,2020-09-06 02:22:55,-17.84,25.85,54.16,51,0,5.61
540,Viljoenskroon,ZA,2020-09-06 02:22:55,-27.21,26.95,53.01,72,0,3.0
541,Newtownards,GB,2020-09-06 02:22:55,54.59,-5.69,54.0,87,78,3.36
542,Laibin,CN,2020-09-06 02:22:56,23.7,109.27,85.77,69,100,6.64
543,Kawalu,ID,2020-09-06 02:22:56,-7.38,108.21,79.92,63,79,4.0
544,Annau,TM,2020-09-06 02:22:56,37.89,58.52,69.8,43,40,4.7
545,Vilcun,CL,2020-09-06 02:22:57,-38.65,-72.23,46.0,77,19,3.04
546,Ormara,PK,2020-09-06 02:22:57,25.21,64.64,80.85,84,0,12.88
547,Arkhara,RU,2020-09-06 02:22:57,49.42,130.08,72.82,66,4,14.29
548,Fukue,JP,2020-09-06 02:22:58,32.69,128.84,77.0,88,75,20.8
549,Shebunino,RU,2020-09-06 02:22:58,46.43,141.86,73.08,66,99,5.44
550,Sirsa,IN,2020-09-06 02:22:58,29.53,75.02,83.19,73,50,2.44
551,Drumnadrochit,GB,2020-09-06 02:22:58,57.33,-4.48,45.0,93,75,2.24
552,Melun,FR,2020-09-06 02:22:59,48.5,2.75,52.0,81,100,3.36
553,Arman,RU,2020-09-06 02:19:44,59.7,150.17,49.12,90,100,5.3
554,Havre-Saint-Pierre,CA,2020-09-06 02:22:59,50.23,-63.6,46.4,93,1,6.93
555,Tiarei,PF,2020-09-06 02:22:59,-17.53,-149.33,82.4,65,40,16.11
556,Zaozerne,UA,2020-09-06 02:22:59,45.16,33.28,68.7,86,15,14.25
557,Torit,SS,2020-09-06 02:23:00,4.41,32.57,68.95,93,100,0.76
558,Dongsheng,CN,2020-09-06 02:23:00,39.82,109.98,71.62,37,3,6.49
559,Pemangkat,ID,2020-09-06 02:23:01,1.17,108.97,75.94,92,100,8.28
560,Amapa,BR,2020-09-06 02:23:01,1.0,-52.0,73.92,86,64,2.62
561,Verkh-Chebula,RU,2020-09-06 02:21:08,56.03,87.62,48.49,73,30,11.72
562,Finschhafen,PG,2020-09-06 02:23:01,-6.6,147.87,83.57,67,100,6.96
563,Znamenskoye,RU,2020-09-06 02:19:05,57.13,73.83,45.48,85,100,7.87
564,Verkh-Suetka,RU,2020-09-06 02:23:02,53.3,80.05,45.57,76,0,6.17
565,Aljezur,PT,2020-09-06 02:23:02,37.32,-8.8,69.19,61,0,3.44
566,Mao,ES,2020-09-06 02:23:03,39.89,4.27,66.2,88,0,4.7
567,Maxixe,MZ,2020-09-06 02:23:03,-23.86,35.35,67.82,66,84,10.29
